id	topic_id	thread_id	type	formula
q_870	A.87	3081320	question	P(n)::\big(\sum_{i=1}^{n}a_{i}\big) \big(\sum_{i=1}^{n} \frac{1}{a_{i}}\big) \ge n^2
q_871	A.87	3081320	question	\big(\sum_{i=1}^{1}a_{i}\big) \big(\sum_{i=1}^{1} \frac{1}{a_{i}}\big) = a_{1} \frac{1}{a_{1}} = 1 = 1^2
q_872	A.87	3081320	question	P(1)
q_873	A.87	3081320	question	P(n)
q_874	A.87	3081320	question	\left(\sum_{i=1}^{n+1}a_{i}\right) \left(\sum_{i=1}^{n+1} \frac{1}{a_{i}}\right) = \left[\left(\sum_{i=1}^{n}a_{i}\right) + a_{n+1}\right] \left[\left(\sum_{i=1}^{n} \frac{1}{a_{i}}\right) + \frac{1}{a_{n+1}}\right]
q_875	A.87	3081320	question	=\left(\sum_{i=1}^{n}a_{i}\right) \left[\left(\sum_{i=1}^{n} \frac{1}{a_{i}}\right) + \frac{1}{a_{n+1}}\right] + a_{n+1} \left[\left(\sum_{i=1}^{n} \frac{1}{a_{i}}\right) + \frac{1}{a_{n+1}}\right]
q_876	A.87	3081320	question	=\left(\sum_{i=1}^{n}a_{i}\right)\left(\sum_{i=1}^{n} \frac{1}{a_{i}}\right) +\left(\sum_{i=1}^{n}a_{i}\right) \frac{1}{a_{n+1}} + a_{n+1} \left(\sum_{i=1}^{n} \frac{1}{a_{i}}\right) +a_{n+1} \frac{1}{a_{n+1}}
q_877	A.87	3081320	question	=\left(\sum_{i=1}^{n}a_{i}\right)\left(\sum_{i=1}^{n} \frac{1}{a_{i}}\right) +\left(\sum_{i=1}^{n}a_{i}\right) \frac{1}{a_{n+1}} + a_{n+1} \left(\sum_{i=1}^{n} \frac{1}{a_{i}}\right) +1 
q_878	A.87	3081320	question	\underbrace{\ge}_{IH} n^2 + \left(\sum_{i=1}^{n}a_{i}\right) \frac{1}{a_{n+1}} + a_{n+1} \left(\sum_{i=1}^{n} \frac{1}{a_{i}}\right) + 1
q_879	A.87	3081320	question	\big( \sum_{i=1}^{n}a_{i} \big) \frac{1}{a_{n+1}} + a_{n+1} \big(\sum_{i=1}^{n} \frac{1}{a_{i}}\big)
q_880	A.88	3095026	title	x^4+10x^2+1
q_881	A.88	3095026	title	\mathbb{Z}[x]
q_882	A.88	3095026	question	x^4+10x^2+1
q_883	A.88	3095026	question	\mathbb{Z}[x]
q_884	A.89	3140361	question	 A^{2} + B^{2} = C^{2} + D^{2} 
q_885	A.89	3140361	question	A, B, C, D
q_886	A.90	3143980	question	A
q_887	A.90	3143980	question	 n \times n 
q_888	A.90	3143980	question	A
q_889	A.90	3143980	question	 n \times n 
q_890	A.90	3143980	question	A^{-1}
q_891	A.90	3143980	question	 A^{-1}A=\mathbb I_n \ \ \land \ \ AA^{-1}=\mathbb I_n \ \ \ \ (1)
q_892	A.90	3143980	question	 \mathbb I_n 
q_893	A.90	3143980	question	 n \times n 
q_894	A.90	3143980	question	 A^{-1}A=\mathbb I_n
q_895	A.90	3143980	question	AA^{-1} \neq \mathbb I_n
q_896	A.91	3175187	question	\mathbb{R}\to\mathbb{R}
q_897	A.91	3175187	question	2
q_898	A.91	3175187	question	x^2
q_899	A.91	3175187	question	0
q_900	A.91	3175187	question	3
q_901	A.92	3176291	title	\mathbb F_q[X,Y]
q_902	A.92	3176291	question	K
q_903	A.92	3176291	question	K[X,Y]
q_904	A.92	3176291	question	\mathbb F_q[X,Y]
q_905	A.92	3176291	question	I = (P(X,Y))
q_906	A.92	3176291	question	P
q_907	A.92	3176291	question	P
q_908	A.92	3176291	question	X
q_909	A.92	3176291	question	Y
q_910	A.92	3176291	question	Q(X)
q_911	A.92	3176291	question	\mathbb F_q[X,Y]/(Q(X))\cong (\mathbb F_q[X]/(Q(X)))[Y]
q_912	A.92	3176291	question	P
q_913	A.92	3176291	question	P(X,Y) = \sum_{i=0}^n P_i(X)Y^i
q_914	A.92	3176291	question	d\geq 1
q_915	A.92	3176291	question	P_i
q_916	A.92	3176291	question	X
q_917	A.92	3176291	question	P_n
q_918	A.92	3176291	question	\mathbb F_q
q_919	A.92	3176291	question	P_n
q_920	A.92	3176291	question	\prod_{\alpha \in \mathbb F_q} (X-\alpha)
q_921	A.92	3176291	question	\alpha \in \mathbb F_q
q_922	A.92	3176291	question	P_n(\alpha) \not = 0
q_923	A.92	3176291	question	I:=(P,X-\alpha)
q_924	A.92	3176291	question	(P)
q_925	A.92	3176291	question	(P)
q_926	A.92	3176291	question	I
q_927	A.92	3176291	question	\mathbb F_q[X,Y]
q_928	A.92	3176291	question	1\in I
q_929	A.92	3176291	question	X=\alpha
q_930	A.92	3176291	question	n=\deg_Y(P)=0
q_931	A.92	3176291	question	P(X,Y) = (X^{p-1}-1)XY - 1
q_932	A.92	3176291	question	P(X,Y) = (X^{p-1}-1)XY - X - 1
q_933	A.92	3176291	question	\mathbb F_p[X,Y]
q_934	A.92	3176291	question	p
q_935	A.93	3178957	title	AB =
q_936	A.93	3178957	title	 BA
q_937	A.93	3178957	question	A,B
q_938	A.93	3178957	question	\mathbb{R}
q_939	A.93	3178957	question	nxn
q_940	A.93	3178957	question	det(xI - AB) = det(xI - BA)
q_941	A.93	3178957	question	A
q_942	A.93	3178957	question	B
q_943	A.94	3185231	title	2^{\aleph_{0} }
q_944	A.94	3185231	question	2^{\aleph_{0} }
q_945	A.94	3185231	question	P
q_946	A.94	3185231	question	P
q_947	A.94	3185231	question	T
q_948	A.94	3185231	question	T
q_949	A.95	3201967	title	\sin x
q_950	A.95	3201967	question	\sin x
q_951	A.95	3201967	question	b
q_952	A.95	3201967	question	\angle B=x
q_953	A.95	3201967	question	1
q_954	A.95	3201967	question	\lim_{x\to 0}\frac{\sin x}x=1
q_955	A.95	3201967	question	\sin x
q_956	A.95	3201967	question	x
q_957	A.95	3201967	question	\sin x&lt;x&lt;\tan x
q_958	A.95	3201967	question	\sin x&lt;x&lt;\sin x+1-\cos x
q_959	A.95	3201967	question	\sin x
q_960	A.95	3201967	question	x
q_961	A.95	3201967	question	F
q_962	A.95	3201967	question	G
q_963	A.95	3201967	question	\Bbb R^2
q_964	A.95	3201967	question	F\subset G
q_965	A.95	3201967	question	|\partial F|&lt;|\partial G|
q_966	A.95	3201967	question	|\partial F|
q_967	A.95	3201967	question	F
q_968	A.95	3201967	question	\int_s^t\sqrt{1+y'(u)^2}du
q_969	A.95	3201967	question	y''
q_970	A.95	3201967	question	y(s)=y(t)
q_971	A.95	3201967	question	y'
q_972	A.95	3201967	question	y=\sqrt{1-x^2}
q_973	A.95	3201967	question	-1\le x\le 1
q_974	A.95	3201967	question	\sin x
q_975	A.96	3209203	title	\sum_i a_i
q_976	A.96	3209203	title	a_i
q_977	A.96	3209203	title	\sum_i \frac{a_i}{a_i+a_{i+1}+a_{i+2}+\cdots}
q_978	A.96	3209203	question	\sum_i a_i
q_979	A.96	3209203	question	a_i
q_980	A.96	3209203	question	s_n=\sum_{i=n}^{\infty}a_i
q_981	A.96	3209203	question	\sum_i  \frac{a_i}{s_i}
q_982	A.96	3209203	question	a_i= r^i
q_983	A.96	3209203	question	a_i=1/i^2
q_984	A.97	3218680	title	\mathbb{R}
q_985	A.97	3218680	title	\mathbb{Q}
q_986	A.97	3218680	question	\mathbb{C}
q_987	A.97	3218680	question	\mathbb{R}
q_988	A.97	3218680	question	2
q_989	A.97	3218680	question	\mathbb{C} = span\{1,i\}
q_990	A.97	3218680	question	\mathbb{R}
q_991	A.97	3218680	question	\mathbb{Q}
q_992	A.97	3218680	question	n
q_993	A.97	3218680	question	m := n+1
q_994	A.97	3218680	question	x_1,...x_m
q_995	A.97	3218680	question	0
q_996	A.97	3218680	question	\frac{a_1}{b_1}x_1+...+\frac{a_m}{b_m}x_m = 0
q_997	A.97	3218680	question	lcm(b_1,...,b_m)
q_998	A.97	3218680	question	m
q_999	A.97	3218680	question	0
q_1000	A.98	3220928	title	R:S^{1}\rightarrow S^{1}
q_1001	A.98	3220928	title	\{R^{n}([x])\}
q_1002	A.98	3220928	title	S^{1}
q_1003	A.98	3220928	question	\alpha
q_1004	A.98	3220928	question	R:S^{1}\rightarrow S^{1}
q_1005	A.98	3220928	question	[x]\rightarrow[x+\alpha]
q_1006	A.98	3220928	question	[x]\in S^{1}
q_1007	A.98	3220928	question	\{R^{n}([x])\}
q_1008	A.98	3220928	question	S^{1}
q_1009	A.98	3220928	question	R
q_1010	A.98	3220928	question	R(e^{2\pi ix})=e^{2\pi i (x+\alpha)}.
q_1011	A.98	3220928	question	R^{n}(x)
q_1012	A.98	3220928	question	n\in\mathbb{Z}
q_1013	A.98	3220928	question	R^{n}(e^{2\pi i x})=e^{2\pi i(x+n\alpha)} 
q_1014	A.98	3220928	question	e^{2\pi i x}\in S^{1}
q_1015	A.98	3220928	question	[y]=e^{2\pi i y}\in S^{1}
q_1016	A.98	3220928	question	V
q_1017	A.98	3220928	question	[y]
q_1018	A.98	3220928	question	[z_{y}]=e^{2\pi i z}
q_1019	A.98	3220928	question	[z_y]=R^{n}([x])
q_1020	A.98	3220928	question	n\in\mathbb{Z}
q_1021	A.98	3220928	question	e^{2\pi i z}=e^{2\pi i (x+\alpha n)}\Rightarrow 2\pi iz=2\pi i(x+\alpha n)+2ik\pi\;\textrm{for some}\;k\in\mathbb{Z}\Rightarrow z=x+\alpha n+k.
q_1022	A.99	3229938	question	f:\mathbb{R}\to\mathbb{R}
q_1023	A.99	3229938	question	\mathbb{Q}
q_1024	A.100	3230174	question	E=(0,1]
q_1025	A.100	3230174	question	E\subseteq R
q_1026	A.100	3230174	question	R
